CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,NumSupportTickets,NumServicesSubscribed,PreviousComplaints,Churn
CUST100676,26.0,Female,49,69.71,3262.45,One year,Mailed check,3,5,1,0
CUST100677,67.0,Female,14,43.48,619.04,One year,Credit card,4,2,0,0
CUST100678,55.0,Male,10,29.94,258.89,Month-to-month,Bank transfer,2,1,1,0
CUST100679,60.0,Male,4,60.32,237.03,One year,Electronic check,3,5,2,0
CUST100680,52.0,Female,14,72.27,871.39,Two year,Bank transfer,0,8,0,0
CUST100681,26.0,Female,16,40.03,549.08,Month-to-month,Electronic check,2,3,2,0
CUST100682,35.0,Male,12,28.53,343.47,Month-to-month,Credit card,1,2,0,0
CUST100683,49.0,Female,27,59.4,1484.85,Two year,Credit card,2,7,0,0
CUST100684,25.0,Male,13,90.46,1217.89,Month-to-month,Mailed check,2,8,1,1
CUST100685,52.0,Male,72,76.43,5910.29,Two year,Bank transfer,3,8,3,0
CUST100686,39.0,Female,22,75.57,1471.09,Two year,Electronic check,0,6,0,0
CUST100687,37.0,Female,40,41.05,1693.12,One year,Mailed check,1,2,0,0
CUST100688,52.0,Male,3,86.45,253.81,Month-to-month,Credit card,1,8,1,1
CUST100689,48.0,Female,12,70.9,747.03,Month-to-month,Electronic check,1,6,0,0
CUST100690,37.0,Female,10,21.08,213.52,Month-to-month,Electronic check,3,1,1,1
CUST100691,58.0,Female,20,40.86,819.13,Month-to-month,Mailed check,1,1,1,1
CUST100692,27.0,Female,47,82.35,3788.82,Two year,Bank transfer,0,8,0,0
CUST100693,51.0,Female,2,44.42,96.09,Month-to-month,Mailed check,4,3,0,1
CUST100694,50.0,Male,2,60.81,119.22,Month-to-month,Credit card,3,6,2,0
CUST100695,38.0,Male,46,26.55,1340.53,One year,Electronic check,1,2,0,0
CUST100696,47.0,Male,6,29.82,174.86,Month-to-month,Mailed check,1,1,1,0
CUST100697,24.0,Male,27,35.74,848.18,Month-to-month,Bank transfer,1,2,0,0
CUST100698,55.0,Female,19,35.69,656.15,Month-to-month,Electronic check,2,3,0,1
CUST100699,39.0,Female,43,54.49,2098.41,Month-to-month,Bank transfer,1,6,1,1
CUST100700,35.0,Male,3,23.84,71.47,One year,Electronic check,2,2,0,0
CUST100701,57.0,Male,3,67.57,207.43,Month-to-month,Electronic check,1,5,1,1
CUST100702,32.0,Male,20,29.09,562.66,Two year,Electronic check,1,2,1,1
CUST100703,22.0,Male,70,47.29,2894.61,One year,Credit card,1,4,0,0
CUST100704,20.0,Female,13,61.6,774.5,One year,Bank transfer,6,4,0,0
CUST100705,50.0,Male,10,65.02,565.91,Month-to-month,Credit card,2,7,1,0
CUST100706,24.0,Female,22,36.18,812.3,Two year,Electronic check,0,3,0,1
CUST100707,67.0,Female,64,35.85,2403.6,One year,Bank transfer,1,3,1,0
CUST100708,18.0,Male,44,54.94,2636.36,Month-to-month,Mailed check,1,3,0,1
CUST100709,66.0,Male,72,73.95,4723.81,One year,Credit card,5,5,0,0
CUST100710,45.0,Male,1,72.01,70.79,Month-to-month,Bank transfer,1,6,0,1
CUST100711,41.0,Female,3,64.27,191.25,Month-to-month,Bank transfer,1,5,1,0
CUST100712,34.0,Female,23,69.36,1723.89,Two year,Electronic check,3,7,2,1
CUST100713,48.0,Male,41,49.58,2046.64,One year,Mailed check,2,2,0,0
CUST100714,41.0,Female,8,84.14,596.64,Month-to-month,Mailed check,5,8,0,1
CUST100715,57.0,Female,7,32.82,220.34,Month-to-month,Credit card,1,1,1,0
CUST100716,44.0,Male,37,65.16,2443.93,Two year,Electronic check,0,6,0,0
CUST100717,44.0,Male,1,47.86,49.06,One year,Electronic check,3,4,0,0
CUST100718,37.0,Female,11,63.3,742.09,Month-to-month,Mailed check,2,4,1,1
CUST100719,41.0,Female,17,78.32,1191.81,Two year,Electronic check,2,7,0,0
CUST100720,46.0,Female,20,93.61,2036.74,Two year,Electronic check,1,8,1,0
CUST100721,18.0,Female,31,52.04,1395.11,One year,Credit card,3,4,1,1
CUST100722,23.0,Female,11,67.21,810.24,Month-to-month,Bank transfer,1,7,1,0
CUST100723,52.0,Male,23,29.33,718.06,Two year,Credit card,0,2,3,0
CUST100724,44.0,Female,21,34.82,742.24,One year,Credit card,1,2,0,1
CUST100725,39.0,Female,19,36.99,726.53,Month-to-month,Electronic check,2,3,2,1
CUST100726,42.0,Female,25,17.14,372.01,Two year,Mailed check,1,1,1,0
CUST100727,,Male,7,51.61,310.83,Month-to-month,Electronic check,0,3,1,1
CUST100728,34.0,Male,2,29.64,51.9,One year,Credit card,2,2,1,0
CUST100729,31.0,Male,3,59.11,154.6,One year,Mailed check,2,5,0,0
CUST100730,45.0,Male,6,44.37,262.72,Two year,Mailed check,3,3,4,1
CUST100731,28.0,Male,17,61.29,941.76,Month-to-month,Electronic check,2,6,1,1
CUST100732,48.0,Female,44,45.61,2137.39,One year,Mailed check,0,2,4,0
CUST100733,18.0,Female,29,25.06,698.71,One year,Electronic check,0,2,0,0
CUST100734,56.0,Male,37,84.09,3185.62,One year,,0,8,1,0
CUST100735,49.0,Female,10,83.97,850.8,Month-to-month,Credit card,1,8,1,0
CUST100736,46.0,Male,12,57.57,642.46,One year,Credit card,2,5,1,0
CUST100737,56.0,Male,12,47.62,520.46,One year,Electronic check,2,5,1,0
CUST100738,65.0,Male,5,64.97,303.93,Month-to-month,Mailed check,2,5,0,1
CUST100739,56.0,Female,2,87.95,184.55,Month-to-month,Credit card,0,8,2,1
CUST100740,18.0,Male,21,20.6,431.12,Two year,Electronic check,1,1,0,0
CUST100741,24.0,Male,72,71.66,4712.63,Two year,Credit card,1,6,0,0
CUST100742,33.0,Male,4,37.0,156.06,Two year,Electronic check,1,2,3,1
CUST100743,42.0,Female,1,47.76,41.25,Month-to-month,Bank transfer,2,5,0,0
CUST100744,49.0,Male,36,19.17,707.23,Two year,Bank transfer,1,1,1,0
CUST100745,32.0,Female,7,59.11,397.13,One year,Bank transfer,1,4,0,1
CUST100746,45.0,Female,42,68.48,2970.56,One year,Credit card,2,6,0,0
CUST100747,31.0,Female,29,69.49,2180.19,Month-to-month,Electronic check,1,7,0,0
CUST100748,33.0,Female,70,67.13,4875.36,One year,Electronic check,0,7,0,0
CUST100749,22.0,Male,13,77.88,972.44,One year,Mailed check,2,8,0,0
CUST100750,29.0,Male,26,46.44,1071.9,One year,Credit card,2,4,0,0
CUST100751,23.0,Female,15,43.23,681.9,One year,Electronic check,4,4,0,0
CUST100752,28.0,Male,24,20.07,464.91,Two year,Credit card,4,2,1,0
CUST100753,57.0,Female,14,35.12,427.19,One year,Mailed check,2,1,0,0
CUST100754,29.0,Female,5,33.77,173.88,Month-to-month,Electronic check,1,1,0,0
CUST100755,79.0,Female,17,39.81,624.63,Two year,Bank transfer,3,4,1,0
CUST100756,49.0,Female,18,67.09,1041.24,One year,Electronic check,0,6,2,0
CUST100757,45.0,Female,40,34.78,1496.5,Two year,Mailed check,2,3,0,0
CUST100758,30.0,Female,32,47.91,1488.31,Month-to-month,Electronic check,0,4,0,1
CUST100759,52.0,Male,26,31.24,,Two year,Mailed check,2,2,2,0
CUST100760,34.0,Female,3,46.58,143.81,Month-to-month,Bank transfer,2,4,0,1
CUST100761,44.0,Male,31,82.02,2724.36,Month-to-month,Bank transfer,3,6,0,0
CUST100762,78.0,Male,17,62.48,902.92,Month-to-month,Mailed check,2,6,0,1
CUST100763,41.0,Female,54,43.53,2402.25,Two year,Mailed check,2,4,1,0
CUST100764,58.0,Male,61,19.9,1264.58,Two year,Electronic check,1,1,1,0
CUST100765,32.0,Male,1,58.35,52.66,Month-to-month,Mailed check,0,4,0,0
CUST100766,42.0,Male,41,44.78,1785.32,Two year,Credit card,0,5,1,0
CUST100767,67.0,Female,1,51.9,45.27,Month-to-month,Credit card,1,5,0,0
CUST100768,33.0,Female,11,53.57,610.89,Month-to-month,Electronic check,4,3,0,1
CUST100769,67.0,Female,19,35.95,725.31,Two year,Electronic check,0,2,1,0
CUST100770,52.0,Male,4,83.54,293.07,Month-to-month,Credit card,0,8,0,0
CUST100771,34.0,Female,33,51.06,1776.16,One year,Mailed check,0,2,0,0
CUST100772,51.0,Female,0,75.97,75.97,Two year,Mailed check,1,7,1,1
CUST100773,56.0,Male,4,20.33,76.17,Two year,Credit card,1,1,1,0
CUST100774,51.0,Male,21,79.74,1712.34,Two year,Electronic check,1,8,0,0
CUST100775,20.0,Male,30,24.92,635.47,Two year,Mailed check,1,2,1,0
CUST100776,32.0,Female,60,52.05,3382.05,Month-to-month,Credit card,0,3,1,0
CUST100777,39.0,Female,29,62.6,1792.88,Two year,Bank transfer,1,5,0,0
CUST100778,41.0,Female,27,35.0,949.81,One year,Electronic check,2,1,1,0
CUST100779,51.0,Male,12,75.7,923.08,Two year,Electronic check,2,6,0,1
CUST100780,44.0,Female,0,54.69,54.69,Month-to-month,Electronic check,0,5,0,0
CUST100781,23.0,Female,3,34.44,109.95,Month-to-month,Bank transfer,2,3,0,0
CUST100782,47.0,Female,18,25.59,461.74,One year,Electronic check,1,1,0,0
CUST100783,51.0,Female,27,75.02,2181.39,One year,Electronic check,1,8,4,0
CUST100784,50.0,Male,13,51.32,664.21,Month-to-month,Credit card,2,4,0,0
CUST100785,57.0,Male,31,43.06,1191.74,Two year,Electronic check,0,2,1,0
CUST100786,54.0,Female,18,40.65,789.06,Two year,Electronic check,1,3,0,0
CUST100787,48.0,Female,2,27.2,55.51,Month-to-month,Electronic check,1,1,0,0
CUST100788,41.0,Female,5,57.25,293.35,One year,Electronic check,2,5,0,0
CUST100789,19.0,Male,44,32.42,1563.95,Two year,Mailed check,0,1,0,1
CUST100790,48.0,Female,31,44.66,1202.82,One year,Credit card,0,4,0,0
CUST100791,45.0,Male,54,24.43,1262.69,One year,Credit card,0,3,0,0
CUST100792,46.0,Male,3,29.77,81.25,One year,Mailed check,1,1,1,0
CUST100793,24.0,Female,72,73.9,5361.27,Two year,Mailed check,3,6,1,0
CUST100794,27.0,Female,6,45.57,287.56,Month-to-month,Bank transfer,2,3,1,1
CUST100795,57.0,Male,0,36.88,36.88,Month-to-month,Electronic check,2,3,1,0
CUST100796,41.0,Male,72,48.92,3394.2,Month-to-month,Electronic check,1,5,2,0
CUST100797,52.0,Male,8,85.96,719.69,Month-to-month,Credit card,0,8,0,1
CUST100798,42.0,Male,26,75.13,2108.21,Month-to-month,Electronic check,0,7,0,0
CUST100799,42.0,Female,5,32.99,168.39,Month-to-month,Electronic check,0,2,0,0
CUST100800,55.0,Female,21,88.58,1694.03,Two year,Mailed check,2,7,0,1
CUST100801,35.0,Male,56,74.43,4176.26,Two year,Mailed check,1,8,1,0
CUST100802,43.0,Female,9,80.2,788.56,Month-to-month,Electronic check,3,6,2,0
CUST100803,36.0,Female,27,50.25,1488.2,Month-to-month,Electronic check,1,4,0,1
CUST100804,36.0,Female,5,15.0,75.79,Month-to-month,Mailed check,1,1,1,0
CUST100805,38.0,Male,24,72.57,1866.64,Two year,Bank transfer,1,7,0,0
CUST100806,45.0,Female,10,41.68,375.16,One year,Electronic check,3,2,0,1
CUST100807,35.0,Male,6,79.08,432.5,One year,Mailed check,2,8,2,1
CUST100808,60.0,Male,9,46.2,452.48,Month-to-month,Bank transfer,4,5,0,1
CUST100809,29.0,Male,5,32.68,144.41,One year,Credit card,1,2,0,0
CUST100810,39.0,Male,56,35.14,1766.68,Month-to-month,Electronic check,2,3,2,0
CUST100811,36.0,Male,12,45.93,526.43,One year,Electronic check,3,3,0,1
CUST100812,62.0,Male,7,56.19,392.31,Month-to-month,Mailed check,3,4,1,0
CUST100813,45.0,Male,14,57.55,806.47,One year,Bank transfer,0,6,0,0
CUST100814,56.0,Female,9,20.35,169.05,Two year,Electronic check,2,1,1,0
CUST100815,21.0,Female,33,32.05,1142.42,Two year,Mailed check,1,1,1,0
CUST100816,46.0,Male,72,51.13,3971.36,Month-to-month,Electronic check,2,5,1,0
CUST100817,54.0,Female,14,41.34,548.67,Month-to-month,Electronic check,2,4,0,0
CUST100818,43.0,Female,47,16.57,746.53,One year,Mailed check,0,1,1,0
CUST100819,57.0,Female,20,68.82,1411.67,One year,Electronic check,3,6,0,1
CUST100820,35.0,Male,4,84.47,343.2,Month-to-month,Credit card,6,8,0,1
CUST100821,62.0,Female,28,36.53,967.17,Two year,Bank transfer,1,3,0,0
CUST100822,74.0,Female,17,82.04,1329.91,Two year,Mailed check,2,8,0,0
CUST100823,37.0,Female,25,94.22,2207.13,Two year,Mailed check,0,8,1,0
CUST100824,36.0,Male,53,42.21,2033.21,Two year,Mailed check,1,4,0,0
CUST100825,62.0,Female,14,18.39,248.33,One year,Electronic check,3,2,2,0
CUST100826,64.0,Female,56,77.64,4441.79,Month-to-month,Credit card,1,7,0,1
CUST100827,35.0,Female,33,73.12,2498.6,One year,Credit card,3,7,0,1
CUST100828,36.0,Male,16,44.32,740.83,One year,Electronic check,2,4,0,0
CUST100829,38.0,Male,22,87.22,,Two year,Electronic check,2,8,1,0
CUST100830,23.0,Female,9,56.71,531.4,Month-to-month,Electronic check,2,4,1,1
CUST100831,29.0,Female,72,48.33,2963.46,One year,Bank transfer,1,6,1,0
CUST100832,28.0,Male,26,60.78,1531.71,One year,Bank transfer,1,6,2,0
CUST100833,31.0,Female,1,44.54,46.7,Two year,Credit card,0,1,1,0
CUST100834,42.0,Male,9,78.67,713.35,Month-to-month,Bank transfer,1,7,2,0
CUST100835,45.0,Female,23,63.41,1412.51,Two year,Mailed check,0,5,1,0
CUST100836,64.0,Female,1,67.38,68.13,One year,Bank transfer,1,5,2,1
CUST100837,28.0,Female,1,82.14,88.44,Month-to-month,Bank transfer,1,8,2,1
CUST100838,56.0,Female,14,72.37,1004.66,One year,,3,6,1,0
CUST100839,39.0,Male,10,31.74,333.25,One year,Mailed check,2,1,0,0
CUST100840,41.0,Female,14,30.31,464.73,One year,Bank transfer,1,1,2,0
CUST100841,51.0,Male,7,23.42,168.27,Two year,Bank transfer,2,1,1,0
CUST100842,26.0,Female,4,83.38,331.3,Month-to-month,Bank transfer,1,8,1,1
CUST100843,47.0,Female,28,77.29,1859.78,Month-to-month,Bank transfer,2,8,0,0
CUST100844,44.0,Female,17,66.1,1060.35,Two year,Bank transfer,3,6,2,0
CUST100845,49.0,Male,5,48.65,,One year,Bank transfer,0,5,1,0
CUST100846,46.0,Female,9,19.68,185.85,Two year,Mailed check,2,1,2,1
CUST100847,76.0,Male,22,63.74,1345.52,Two year,Bank transfer,1,6,3,0
CUST100848,33.0,Male,2,26.45,57.66,Two year,Mailed check,1,2,0,0
CUST100849,35.0,Female,4,29.96,110.01,One year,Electronic check,0,2,0,0
CUST100850,33.0,Male,2,40.69,84.32,One year,Electronic check,2,3,0,1
CUST100851,34.0,Female,40,37.22,1421.44,One year,Bank transfer,1,2,0,0
CUST100852,33.0,Male,34,57.59,1902.25,One year,Bank transfer,2,4,1,0
CUST100853,59.0,Male,34,38.29,1367.77,Two year,Credit card,3,3,1,0
CUST100854,62.0,Female,30,44.68,1238.6,One year,Mailed check,2,2,0,0
CUST100855,34.0,Female,27,57.51,1357.44,One year,Mailed check,1,4,0,0
CUST100856,30.0,Male,16,38.03,596.35,One year,Electronic check,2,2,0,0
CUST100857,49.0,Female,25,67.23,1650.83,One year,Electronic check,1,6,1,1
CUST100858,34.0,Female,1,76.55,80.32,Month-to-month,Credit card,0,7,1,1
CUST100859,51.0,Female,23,59.5,1494.51,Month-to-month,Electronic check,1,4,1,1
CUST100860,45.0,Male,36,35.79,1112.99,Two year,Bank transfer,1,1,0,0
CUST100861,21.0,Female,17,76.68,1300.85,One year,Bank transfer,0,6,0,0
CUST100862,64.0,Female,11,74.33,834.24,Month-to-month,Mailed check,3,7,0,0
CUST100863,67.0,Female,8,54.44,477.53,Month-to-month,Credit card,2,4,1,1
CUST100864,33.0,Male,25,76.75,2083.09,Month-to-month,Mailed check,2,6,0,1
CUST100865,37.0,Female,28,21.01,604.82,Month-to-month,Electronic check,1,1,0,0
CUST100866,46.0,Female,49,47.45,2279.59,Two year,Credit card,0,4,1,0
CUST100867,47.0,Female,10,50.13,446.35,Month-to-month,Credit card,2,4,0,1
CUST100868,51.0,Male,35,81.2,2688.66,Two year,Electronic check,2,7,1,0
CUST100869,70.0,Female,20,73.32,1460.95,Month-to-month,Electronic check,2,6,0,1
CUST100870,40.0,Female,51,32.15,1690.97,Month-to-month,Electronic check,0,2,0,0
CUST100871,31.0,Male,18,37.93,688.78,Month-to-month,Electronic check,0,4,1,1
CUST100872,23.0,Male,17,35.97,628.94,Month-to-month,Credit card,1,2,0,0
CUST100873,32.0,Female,21,42.65,857.4,Two year,Bank transfer,1,4,1,0
CUST100874,42.0,Male,33,46.08,1569.16,Two year,Mailed check,2,5,1,0
CUST100875,67.0,Female,72,31.89,2034.18,Two year,Credit card,2,3,0,0
CUST100876,35.0,Female,2,36.61,65.21,Month-to-month,Mailed check,2,2,2,1
CUST100877,45.0,Female,1,44.89,39.98,Month-to-month,Electronic check,1,2,1,0
CUST100878,42.0,Male,67,74.31,5340.81,One year,Credit card,0,7,0,1
CUST100879,59.0,Male,18,27.69,433.13,Two year,Credit card,0,1,1,0
CUST100880,77.0,Female,23,67.46,1629.74,Month-to-month,Credit card,4,5,0,0
CUST100881,35.0,Male,16,15.0,218.01,Two year,Mailed check,0,1,0,0
CUST100882,35.0,Female,2,62.16,120.23,Month-to-month,Credit card,2,5,1,1
CUST100883,57.0,Male,35,57.91,2186.95,One year,Electronic check,0,5,1,0
CUST100884,52.0,Male,33,86.53,2845.45,One year,Bank transfer,1,8,0,0
CUST100885,68.0,Male,9,62.13,504.67,Month-to-month,Credit card,0,6,1,1
CUST100886,50.0,Female,9,59.46,492.88,One year,Electronic check,1,6,0,0
CUST100887,37.0,Female,44,67.12,3189.87,Month-to-month,Credit card,4,6,0,1
CUST100888,50.0,Male,2,63.19,120.92,One year,Mailed check,0,4,1,1
CUST100889,58.0,Male,51,80.89,,Month-to-month,Electronic check,1,7,1,1
CUST100890,53.0,Male,7,21.94,148.2,Two year,Bank transfer,2,1,2,0
CUST100891,49.0,Female,22,31.27,649.83,Month-to-month,Electronic check,1,3,0,0
CUST100892,57.0,Male,66,44.54,2662.78,Two year,Bank transfer,2,5,0,0
CUST100893,58.0,Female,27,68.53,1890.18,Two year,Electronic check,3,5,0,0
CUST100894,61.0,Female,13,66.36,888.18,Two year,Credit card,1,7,0,0
CUST100895,51.0,Female,28,31.4,807.74,One year,Electronic check,1,2,1,0
CUST100896,40.0,Male,10,60.57,634.32,One year,Electronic check,1,4,1,0
CUST100897,44.0,Female,8,29.09,247.53,Month-to-month,Electronic check,0,3,1,1
CUST100898,59.0,Male,72,77.94,6061.56,Month-to-month,Credit card,3,6,1,0
CUST100899,31.0,Male,33,55.97,1644.4,One year,Bank transfer,1,5,1,0
CUST100900,47.0,Female,25,24.81,574.34,Month-to-month,Bank transfer,3,2,1,0
CUST100901,36.0,Female,11,24.02,281.42,Two year,Mailed check,1,1,0,0
CUST100902,42.0,Male,1,52.22,,Month-to-month,Mailed check,1,5,0,1
CUST100903,60.0,Male,1,37.53,31.93,Month-to-month,Electronic check,0,2,2,1
CUST100904,45.0,Female,19,20.81,422.16,Two year,Bank transfer,1,1,0,0
CUST100905,43.0,Male,34,34.71,1099.43,One year,Electronic check,4,4,0,0
CUST100906,23.0,Female,19,64.24,1163.96,Two year,Credit card,2,6,0,0
CUST100907,52.0,Female,44,63.15,2671.86,Month-to-month,Credit card,3,7,0,0
CUST100908,51.0,Male,1,27.63,29.34,Month-to-month,Mailed check,1,1,0,1
CUST100909,72.0,Male,11,48.5,498.54,Month-to-month,Electronic check,0,5,1,0
CUST100910,38.0,Male,6,78.1,502.84,Two year,Credit card,2,8,1,1
CUST100911,45.0,Female,14,83.46,1173.39,Two year,Electronic check,1,8,1,0
CUST100912,45.0,Female,2,40.3,79.13,Two year,Electronic check,2,3,0,0
CUST100913,64.0,Male,72,28.0,1877.71,Month-to-month,Electronic check,1,1,0,0
CUST100914,41.0,Female,6,47.44,259.29,Month-to-month,Bank transfer,2,3,0,1
CUST100915,46.0,Female,61,32.74,2009.15,Month-to-month,Credit card,2,3,0,0
CUST100916,51.0,Male,13,25.48,318.56,Month-to-month,Electronic check,0,1,0,1
CUST100917,45.0,Female,72,47.36,3674.63,Month-to-month,Electronic check,0,7,0,0
CUST100918,36.0,Male,19,75.98,1404.51,Two year,Mailed check,2,7,0,0
CUST100919,45.0,Male,64,79.59,4981.44,Month-to-month,Bank transfer,2,8,0,0
CUST100920,57.0,Male,0,42.13,42.13,Month-to-month,Electronic check,2,4,0,0
CUST100921,28.0,Male,33,76.53,2644.99,Two year,Electronic check,3,7,0,0
CUST100922,44.0,Male,56,35.38,1894.52,Two year,Credit card,2,1,0,0
CUST100923,32.0,Male,4,78.19,286.91,Month-to-month,Credit card,1,8,1,1
CUST100924,59.0,Female,2,66.44,141.58,Month-to-month,Credit card,2,7,1,1
CUST100925,21.0,Female,13,35.32,458.8,One year,Credit card,2,2,0,0
CUST100926,34.0,Female,65,55.32,3588.17,Month-to-month,Electronic check,1,6,0,0
CUST100927,47.0,Male,19,36.72,699.57,Two year,Electronic check,3,3,0,1
CUST100928,64.0,Male,18,75.78,1404.57,One year,Electronic check,0,6,1,0
CUST100929,41.0,Male,4,82.5,306.33,One year,Electronic check,3,8,1,1
CUST100930,34.0,Female,0,42.96,42.96,One year,Credit card,1,5,1,0
CUST100931,68.0,Female,40,27.62,1162.97,Two year,Credit card,1,3,0,0
CUST100932,22.0,Male,2,83.3,146.98,Month-to-month,Bank transfer,1,8,0,1
CUST100933,18.0,Male,24,64.9,1605.04,Month-to-month,Electronic check,1,5,0,1
CUST100934,48.0,Female,59,21.06,1081.73,Two year,Credit card,0,2,1,0
CUST100935,35.0,Male,6,37.6,212.93,Month-to-month,Credit card,1,2,1,1
CUST100936,28.0,Male,26,76.64,1725.14,Month-to-month,Electronic check,1,6,0,0
CUST100937,52.0,Female,2,49.1,96.29,Month-to-month,Credit card,4,2,0,1
CUST100938,45.0,Female,22,84.65,1887.04,Month-to-month,Electronic check,0,8,0,1
CUST100939,34.0,Male,4,86.05,307.32,One year,Electronic check,2,8,2,1
CUST100940,24.0,Male,32,15.0,452.6,Month-to-month,Bank transfer,0,1,0,1
CUST100941,54.0,Female,9,58.8,572.89,Month-to-month,Bank transfer,3,3,0,0
CUST100942,51.0,Male,15,53.4,769.44,One year,Electronic check,1,5,1,0
CUST100943,41.0,Male,22,66.53,1537.77,One year,Electronic check,3,7,1,0
CUST100944,68.0,Male,5,63.96,345.96,One year,Credit card,0,6,0,0
CUST100945,27.0,Male,32,78.09,2732.74,Two year,Bank transfer,2,6,0,0
CUST100946,21.0,Male,9,51.66,499.62,Month-to-month,Bank transfer,2,2,1,1
CUST100947,32.0,Female,26,35.0,845.71,Month-to-month,Electronic check,2,2,0,0
CUST100948,41.0,Male,4,89.98,392.54,Month-to-month,Electronic check,4,8,0,1
CUST100949,45.0,Male,28,58.35,1720.55,Two year,Electronic check,2,5,1,0
CUST100950,39.0,Female,3,33.7,107.09,Month-to-month,Electronic check,0,3,3,0
CUST100951,47.0,Female,13,53.81,597.25,Two year,Electronic check,2,3,1,0
CUST100952,24.0,Female,7,77.02,586.89,Month-to-month,Electronic check,1,8,1,1
CUST100953,62.0,Female,33,78.28,2698.25,Two year,Bank transfer,1,6,0,0
CUST100954,41.0,Male,7,68.39,498.83,Month-to-month,Electronic check,3,5,2,1
CUST100955,58.0,Female,51,70.91,3147.66,Two year,Credit card,3,6,1,0
CUST100956,47.0,Male,53,96.63,4650.95,One year,Electronic check,1,8,0,0
CUST100957,48.0,Female,5,91.86,500.9,One year,Mailed check,2,7,0,1
CUST100958,50.0,Male,23,48.6,1090.04,Month-to-month,Electronic check,1,4,1,1
CUST100959,48.0,Female,2,35.53,67.47,Month-to-month,Mailed check,3,3,1,1
CUST100960,51.0,Female,12,43.09,548.1,Two year,Electronic check,1,5,2,0
CUST100961,61.0,Male,30,91.96,2405.22,Month-to-month,Credit card,1,7,1,1
CUST100962,45.0,Female,26,54.48,1351.66,Two year,Credit card,2,5,1,0
CUST100963,52.0,Female,24,75.08,1700.88,Two year,Mailed check,2,6,0,0
CUST100964,41.0,Female,8,28.07,210.52,Month-to-month,Electronic check,1,2,1,1
CUST100965,62.0,Male,11,94.31,961.6,Month-to-month,Bank transfer,2,8,0,1
CUST100966,,Female,3,52.4,141.88,Month-to-month,Bank transfer,0,5,0,0
CUST100967,67.0,Male,30,56.47,1513.22,One year,Electronic check,1,6,0,0
CUST100968,41.0,Male,17,24.33,417.79,One year,Bank transfer,3,1,0,0
CUST100969,22.0,Male,30,29.75,963.76,Two year,Credit card,3,2,1,0
CUST100970,44.0,Male,7,38.77,265.21,Month-to-month,Bank transfer,1,2,0,0
CUST100971,32.0,Female,9,41.59,346.05,Month-to-month,Credit card,1,3,0,1
CUST100972,54.0,Male,10,55.02,489.56,Month-to-month,Credit card,1,4,1,0
CUST100973,33.0,Female,1,39.67,41.95,Month-to-month,Credit card,2,3,1,1
CUST100974,36.0,Male,10,20.68,226.01,Month-to-month,Mailed check,2,1,0,1
CUST100975,18.0,Male,39,61.33,2241.87,Two year,Bank transfer,3,6,0,1
CUST100976,36.0,Male,55,98.36,4991.83,Two year,Credit card,1,8,1,0
CUST100977,18.0,Male,18,35.8,644.64,Month-to-month,Bank transfer,1,2,0,1
CUST100978,20.0,Male,15,18.13,283.87,Two year,Credit card,2,2,0,0
CUST100979,53.0,Male,1,69.84,67.32,Month-to-month,Electronic check,0,7,2,1
CUST100980,53.0,Female,51,58.77,3019.8,Two year,Mailed check,1,5,1,0
CUST100981,48.0,Male,0,96.76,96.76,One year,Electronic check,5,8,0,1
CUST100982,28.0,Male,70,58.23,4443.55,Two year,Electronic check,1,4,0,0
CUST100983,41.0,Male,16,42.63,607.91,Month-to-month,Electronic check,4,4,1,0
CUST100984,42.0,Female,10,77.35,850.34,Month-to-month,Bank transfer,1,5,1,0
CUST100985,26.0,Female,62,81.75,4805.14,Month-to-month,Electronic check,2,8,1,0
CUST100986,63.0,Male,1,35.97,37.08,One year,Bank transfer,2,1,0,0
CUST100987,54.0,Male,21,40.76,850.06,One year,Bank transfer,2,4,0,0
CUST100988,39.0,Male,19,15.0,276.93,Two year,Electronic check,3,2,0,0
CUST100989,42.0,Female,6,15.0,92.21,Month-to-month,Electronic check,1,1,0,1
CUST100990,45.0,Male,13,16.0,197.38,Two year,Bank transfer,2,3,0,0
CUST100991,18.0,Male,25,98.9,2179.58,Month-to-month,Bank transfer,3,8,2,0
CUST100992,39.0,Male,31,43.72,1317.67,Month-to-month,Credit card,0,3,0,0
CUST100993,32.0,Male,0,18.6,18.6,Month-to-month,Credit card,0,1,0,1
CUST100994,28.0,Male,66,37.62,2235.81,One year,Credit card,0,2,0,0
CUST100995,38.0,Female,4,75.51,327.38,Month-to-month,Bank transfer,3,7,1,1
CUST100996,67.0,Male,6,46.97,255.57,One year,Credit card,1,3,1,0
CUST100997,51.0,Female,7,75.68,504.49,Month-to-month,Credit card,2,6,1,1
CUST100998,34.0,Male,1,31.68,28.16,Month-to-month,Credit card,1,2,0,0
CUST100999,50.0,Male,3,50.96,150.43,One year,Electronic check,4,5,2,0
CUST101000,62.0,Female,72,56.62,3778.68,Month-to-month,Credit card,2,4,0,0
CUST101001,55.0,Male,9,80.42,703.74,Two year,Mailed check,0,7,0,0
CUST101002,43.0,Female,3,74.81,203.37,Two year,Credit card,1,7,1,0
CUST101003,33.0,Female,3,43.42,112.47,Month-to-month,Electronic check,0,1,0,0
CUST101004,52.0,Male,31,46.5,1506.09,One year,Mailed check,0,4,2,0
